Individual ID,Cylindrical_type,Umbrella_type,Open_type,Compact_type,Erectibility
TMEB600,0,0,1,0,0
TMEB604,0,0,1,0,0
TMEB613,0,0,1,0,0
TMEB614,0,0,1,0,0
TMEB615,0,0,1,0,0
TMEB620,0,0,1,0,0
TMEB621,0,0,0,0,0
TMEB624,0,0,1,0,0
TMEB625,0,0,1,0,0
TMEB628,0,0,1,0,0
TMEB30,0,0,1,0,0
TMEB629,0,0,1,0,0
TMEB630,0,0,1,0,0
TMEB633,0,0,1,0,0
TMEB634,0,0,1,0,0
TMEB636,0,0,1,0,0
TMEB637,0,0,0,0,0
TMEB638,0,0,1,0,0
TMEB640,0,0,1,0,0
TMEB641,0,0,0,0,0
TMEB31,0,0,1,0,0
TMEB644,0,0,1,0,0
TMEB700,0,0,1,0,0
TMEB701,0,0,1,0,0
TMEB702,0,0,1,0,0
TMEB708,0,0,1,0,0
TMEB711,0,0,0,0,0
TMEB713,0,0,1,0,0
TMEB721,0,0,0,0,0
TMEB735,0,0,1,0,0
TMEB33,0,0,0,0,0
TMEB738,0,0,1,0,0
TMEB745,0,0,1,0,0
TMEB748,0,0,0,0,0
TMEB757,0,0,1,0,0
TMEB762,0,0,1,0,0
TMEB771,0,0,1,0,0
TMEB781,0,0,0,0,0
TMEB783,0,0,1,0,0
TMEB34,0,0,0,1,0
TMEB785,0,0,0,0,0
TMEB786,0,0,0,0,0
TMEB790,0,0,0,0,0
TMEB791,0,0,0,0,0
TMEB793,0,0,0,0,0
TMEB813,0,0,0,0,0
TMEB829,0,0,1,0,0
TMEB849,0,0,1,0,0
TMEB857,0,0,1,0,0
TMEB885,0,0,1,0,0
TMEB35,0,0,1,0,0
TMEB898,1,0,0,0,0
TMEB900,0,0,0,0,0
TMEB909,0,0,1,0,0
TMEB911,0,0,0,0,0
TMEB916,0,0,0,0,0
TMEB921,0,0,1,0,0
TMEB922,0,0,1,0,0
TMEB923,0,0,1,0,0
TMEB930,0,0,1,0,0
TMEB931,0,0,0,1,0
TMEB37,0,0,1,0,0
TMEB933,0,0,1,0,0
TMEB934,0,0,1,0,0
TMEB937,0,0,1,0,0
TMEB939,0,0,0,0,0
TMEB941,0,0,1,0,0
TMEB945,0,0,1,0,0
TMEB947,0,0,1,0,0
TMEB948,0,0,1,0,0
TMEB949,0,0,0,0,0
TMEB952,0,0,1,0,0
TMEB43,0,0,0,1,0
TMEB953,0,0,0,0,0
TMEB955,0,0,0,0,0
TMEB956,0,0,0,0,0
TMEB960,0,0,1,0,0
TMEB961,0,0,1,0,0
TMEB965,0,0,1,0,0
TMEB966,0,0,0,0,0
TMEB971,0,0,0,0,0
TMEB975,0,0,0,0,0
TMEB47,0,0,0,0,0
TMEB977,0,0,0,0,0
TMEB979,1,0,0,0,0
TMEB981,0,0,0,0,0
TMEB982,0,0,1,0,0
TMEB983,0,0,1,0,0
TMEB984,0,0,0,0,0
TMEB985,0,0,0,0,0
TMEB990,0,0,0,0,0
TMEB992,0,0,1,0,0
TMEB994,0,0,1,0,0
TMEB996,0,0,0,0,0
TMEB998,0,0,0,0,0
TMEB1000,0,0,1,0,0
TMEB1001,0,0,0,0,0
TMEB1002,0,0,0,0,0
TMEB1006,0,0,0,0,0
TMEB1008,0,0,1,0,0
TMEB1009,0,0,0,0,0
TMEB1010,0,0,0,0,0
TMEB49,0,0,1,0,0
TMEB1018,0,0,0,0,0
TMEB1019,0,0,0,0,0
TMEB1021,0,0,0,0,0
TMEB1022,0,0,1,0,0
TMEB1024,0,0,0,0,0
TMEB1025,0,0,0,0,0
TMEB1027,0,0,1,0,0
TMEB1032,0,0,1,0,0
TMEB1034,0,0,1,0,0
TMEB1038,0,0,1,0,0
TMEB51,0,0,1,0,0
TMEB1040,0,0,1,0,0
TMEB1042,0,0,0,0,0
TMEB1044,0,0,0,0,0
TMEB1045,0,0,0,0,0
TMEB1046,0,0,0,0,0
TMEB1047,0,0,0,0,0
TMEB1048,0,0,1,0,0
TMEB1049,0,0,0,0,0
TMEB1050,0,0,0,0,0
TMEB1052,0,0,0,0,0
TMEB1070,0,0,1,0,0
TMEB1081,0,0,1,0,0
TMEB1099,0,0,1,0,0
TMEB1105,0,0,1,0,0
TMEB1108,0,0,0,0,0
TMEB1109,0,0,0,0,0
TMEB1116,0,0,0,0,0
TMEB1120,0,0,1,0,0
TMEB1131,0,0,1,0,0
TMEB55,0,0,0,0,0
TMEB1135,0,0,1,0,0
TMEB1143,0,0,0,0,0
TMEB1148,0,0,1,0,0
TMEB1156,0,0,0,0,0
TMEB1164,0,0,1,0,0
TMEB1168,0,0,1,0,0
TMEB1199,0,0,1,0,0
TMEB1200,0,0,0,0,0
TMEB1212,0,0,1,0,0
TMEB1215,0,0,1,0,0
TME3,0,0,0,0,0
TMEB1218,0,0,0,0,0
TMEB1221,1,0,0,0,0
TMEB1222,0,0,1,0,0
TMEB1224,0,0,0,0,0
TMEB1227,0,0,0,0,0
TMEB1228,0,0,1,0,0
TMEB1231,0,0,0,0,0
TMEB1232,0,0,1,0,0
TMEB1234,0,0,1,0,0
TMEB62,0,0,1,0,0
TMEB1237,0,0,1,0,0
TMEB1238,0,0,1,0,0
TMEB1240,0,0,0,0,0
TMEB1242,0,0,0,0,0
TMEB1243,0,0,1,0,0
TMEB1244,0,0,0,0,0
TMEB1245,0,0,0,0,0
TMEB1246,0,0,1,0,0
TMEB1248,0,0,1,0,0
TMEB1249,0,0,0,0,0
TMEB63,0,0,0,1,0
TMEB1253,0,0,1,0,0
TMEB1254,0,0,1,0,0
TMEB1257,0,0,0,0,0
TMEB1258,0,0,0,0,0
TMEB1260,0,0,1,0,0
TMEB1263,0,0,1,0,0
TMEB1264,0,0,1,0,0
TMEB1266,0,0,0,0,0
TMEB1267,0,0,0,0,0
TMEB1268,0,0,1,0,0
TMEB1269,0,0,1,0,0
TMEB1272,0,0,0,0,0
TMEB1273,0,0,0,0,0
TMEB1274,0,0,0,0,0
TMEB1275,0,0,0,0,0
TMEB1276,0,0,1,0,0
TMEB1277,0,0,1,0,0
TMEB1278,0,0,0,0,0
TMEB1279,0,0,0,0,0
TMEB1280,0,0,0,0,0
TMEB1282,0,0,0,0,0
TMEB1283,0,0,0,0,0
TMEB1284,0,0,0,0,0
TMEB1286,1,0,0,0,0
TMEB1289,0,0,0,0,0
TMEB1294,0,0,1,0,0
TMEB1295,0,0,1,0,0
TMEB1296,0,0,1,0,0
TMEB1298,0,0,0,0,0
TMEB69,0,0,1,0,0
TMEB1299,0,0,1,0,0
TMEB1303,0,0,0,0,0
TMEB1304,0,0,1,0,0
TMEB1305,0,0,1,0,0
TMEB1309,0,0,1,0,0
TMEB1314,0,0,0,0,0
TMEB1315,0,0,1,0,0
TMEB1317,0,0,1,0,0
TMEB72,0,0,0,0,0
TMEB1321,0,0,0,0,0
TMEB1329,0,0,1,0,0
TMEB1330,0,0,1,0,0
TMEB1333,0,0,0,0,0
TMEB1334,0,0,1,0,0
TMEB1335,0,0,0,0,0
TMEB1337,0,0,1,0,0
TMEB1340,0,0,0,0,0
TMEB75,0,0,1,0,0
TMEB1342,0,0,0,0,0
TMEB1345,0,0,0,0,0
TMEB1348,0,0,0,0,0
TMEB1350,0,0,1,0,0
TMEB1351,0,0,0,0,0
TMEB1353,0,0,1,0,0
TMEB77,0,0,0,0,0
TMEB1360,0,0,1,0,0
TMEB1364,0,0,1,0,0
TMEB1367,0,0,0,0,0
TMEB1368,0,0,0,0,0
TMEB1369,0,0,1,0,0
TMEB1370,0,0,1,0,0
TMEB1380,0,0,1,0,0
TMEB1381,0,0,1,0,0
TMEB1382,0,0,1,0,0
TMEB1383,0,0,1,0,0
TMEB78,0,0,1,0,0
TMEB1384,0,0,0,0,0
TMEB1386,0,0,0,0,0
TMEB1391,0,0,1,0,0
TMEB1393,0,0,1,0,0
TMEB1394,0,0,1,0,0
TMEB1408,0,0,0,0,0
TMEB1411,0,0,1,0,0
TMEB1412,0,0,1,0,0
TMEB1417,0,0,0,0,0
TMEB81,0,0,1,0,0
TMEB1418,0,0,0,0,0
TMEB1419,0,0,0,0,0
TMEB1428,0,0,1,0,0
TMEB1430,0,0,0,0,0
TMEB1431,0,0,0,0,0
TMEB1432,0,0,1,0,0
TMEB1433,0,0,0,0,0
TMEB1441,0,0,0,0,0
TMEB1442,0,0,0,0,0
TMEB84,0,0,0,1,0
TMEB1443,0,0,0,0,0
TMEB1446,0,0,0,0,0
TMEB1447,0,0,1,0,0
TMEB1448,0,0,1,0,0
TMEB1450,0,0,1,0,0
TMEB1458,0,0,0,0,0
TMEB1463,0,0,1,0,0
TMEB1468,0,0,0,0,0
TMEB1470,0,0,0,0,0
TMEB1471,0,0,0,0,0
TMEB86,0,0,1,0,0
TMEB1484,0,0,0,0,0
TMEB1485,0,0,0,0,0
TMEB1486,0,0,0,0,0
TMEB90,0,0,0,1,0
TMEB91,0,0,0,0,0
TMEB93,0,0,1,0,0
TMEB95,0,0,0,1,0
TMEB96,0,0,1,0,0
TMEB98,0,0,1,0,0
TMEB99,0,0,1,0,0
TMEB101,0,0,0,1,0
TMEB5,0,0,1,0,0
TMEB102,0,0,1,0,0
TMEB103,0,0,1,0,0
TMEB104,0,0,0,1,0
TMEB107,0,0,1,0,0
TMEB109,0,0,1,0,0
TMEB111,0,0,0,1,0
TMEB115,0,0,1,0,0
TMEB117,0,0,1,0,0
TMEB119,0,0,1,0,0
TMEB121,0,0,0,0,0
TMEB123,0,0,1,0,0
TMEB126,0,0,1,0,0
TMEB127,0,0,0,0,0
TMEB128,0,0,1,0,0
TMEB130,0,0,0,1,0
TMEB131,0,0,1,0,0
TMEB132,0,0,1,0,0
TMEB134,0,0,1,0,0
TMEB135,0,0,1,0,0
TMEB7,0,0,1,0,0
TMEB136,0,0,1,0,0
TMEB137,0,0,1,0,0
TMEB138,0,0,0,0,0
TMEB139,0,0,1,0,0
TMEB146,0,0,1,0,0
TMEB147,0,0,1,0,0
TMEB148,0,0,0,0,0
TMEB150,0,0,1,0,0
TMEB151,0,0,1,0,0
TMEB152,0,0,1,0,0
TMEB153,0,0,1,0,0
TMEB154,0,0,1,0,0
TMEB156,0,0,1,0,0
TMEB157,0,0,1,0,0
TMEB158,0,0,1,0,0
TMEB159,0,0,1,0,0
TMEB160,0,0,1,0,0
TMEB161,0,0,1,0,0
TMEB162,0,0,1,0,0
TMEB9,0,0,1,0,0
IITA-TMS-MM200140,0,0,0,1,0
IITA-TMS-MM200135,0,0,0,1,0
IITA-TMS-MM200129,0,0,0,1,0
IITA-TMS-MM200154,0,0,0,1,0
IITA-TMS-MM200148,0,0,0,1,0
IITA-TMS-MM200171,0,0,0,1,0
IITA-TMS-MM200156,0,0,0,1,0
IITA-TMS-MM200093,0,0,0,1,0
NAROCASS-1,0,0,0,1,0
IITA-TMS-MM200079,0,0,0,1,0
IITA-TMS-MM200173,0,0,0,1,0
IITA-TMS-MM200066,0,0,0,1,0
IITA-TMS-MM200002,0,0,0,1,0
IITA-TMS-MM200094,0,0,0,1,0
IITA-TMS-MM200124,0,0,0,1,0
IITA-TMS-MM200130,0,0,0,1,0
IITA-TMS-MM200152,0,0,0,1,0
IITA-TMS-MM200100,0,0,0,1,0
IITA-TMS-MM200114,0,0,0,1,0
IITA-TMS-MM200008,0,0,0,1,0
IITA-TMS-MM200126,0,1,0,0,1
IITA-TMS-MM200119,0,0,0,1,0
IITA-TMS-MM200163,0,0,0,1,0
IITA-TMS-MM200162,0,0,0,1,0
IITA-TMS-MM200107,0,0,0,1,0
IITA-TMS-MM200133,0,0,0,1,0
IITA-TMS-MM200134,0,0,0,1,0
IITA-TMS-MM200112,0,0,0,1,0
IITA-TMS-MM200169,0,0,0,1,0
IITA-TMS-MM200006,0,0,0,1,0
IITA-TMS-MM200136,0,0,1,0,0
IITA-TMS-MM200071,0,0,0,1,0
IITA-TMS-MM200060,0,0,1,0,0
IITA-TMS-MM200118,0,0,1,0,0
IITA-TMS-MM200064,0,0,0,1,0
IITA-TMS-MM200111,0,0,0,1,0
IITA-TMS-MM200017,0,1,0,0,1
IITA-TMS-MM200062,0,1,0,0,1
IITA-TMS-MM200155,0,0,0,1,0
IITA-TMS-MM200151,0,0,1,0,0
IITA-TMS-MM200003,0,0,0,1,0
IITA-TMS-MM200125,0,0,0,1,0
IITA-TMS-MM200160,0,0,0,1,0
IITA-TMS-MM200055,0,0,0,1,0
IITA-TMS-MM200030,0,0,0,1,0
IITA-TMS-MM200038,0,0,0,1,0
IITA-TMS-MM200142,0,0,0,1,0
IITA-TMS-MM200031,0,0,0,1,0
IITA-TMS-MM200121,0,1,0,0,1
IITA-TMS-MM200061,0,1,0,0,1
IITA-TMS-MM200068,1,0,0,0,1
IITA-TMS-MM200049,0,0,0,1,0
IITA-TMS-MM200104,0,0,0,1,0
IITA-TMS-MM200041,0,0,0,1,0
IITA-TMS-MM200032,0,0,0,1,0
IITA-TMS-MM200078,0,0,0,1,0
IITA-TMS-MM200009,0,0,0,1,0
IITA-TMS-MM200073,0,0,0,1,0
IITA-TMS-MM200010,0,0,0,1,0
IITA-TMS-MM200036,0,0,0,1,0
IITA-TMS-MM200014,0,0,0,1,0
IITA-TMS-MM200176,0,0,0,1,0
IITA-TMS-MM200040,0,0,0,1,0
IITA-TMS-MM200083,0,0,0,1,0
IITA-TMS-MM200050,0,0,0,1,0
IITA-TMS-MM200157,0,0,0,1,0
IITA-TMS-MM200122,0,0,0,1,0
IITA-TMS-MM200047,0,0,0,1,0
IITA-TMS-MM200167,0,0,0,1,0
IITA-TMS-MM200150,0,0,0,1,0
IITA-TMS-MM200026,0,0,0,1,0
IITA-TMS-MM200137,0,0,0,1,0
IITA-TMS-MM200001,0,0,0,1,0
IITA-TMS-MM200028,0,0,0,1,0
IITA-TMS-MM200166,0,0,0,1,0
IITA-TMS-MM200170,0,0,0,1,0
IITA-TMS-MM200053,0,0,0,1,0
IITA-TMS-MM200023,0,0,0,1,0
IITA-TMS-MM200144,0,0,0,1,0
IITA-TMS-MM200099,0,0,0,1,0
IITA-TMS-MM200106,0,0,0,1,0
IITA-TMS-MM200056,0,0,0,1,0
IITA-TMS-MM200110,0,0,0,1,0
IITA-TMS-MM200076,0,0,0,1,0
IITA-TMS-MM200044,0,0,0,1,0
IITA-TMS-MM200075,0,0,0,1,0
IITA-TMS-MM200141,0,0,0,1,0
IITA-TMS-MM200153,0,0,0,1,0
IITA-TMS-MM200172,0,0,0,1,0
IITA-TMS-MM200033,0,0,0,1,0
IITA-TMS-MM200109,0,0,0,1,0
IITA-TMS-MM200052,0,0,0,1,0
IITA-TMS-MM200043,0,0,0,1,0
IITA-TMS-MM200054,0,1,0,0,1
IITA-TMS-MM200059,0,0,0,1,0
IITA-TMS-MM200095,0,0,0,1,0
IITA-TMS-MM200096,0,0,0,1,0
IITA-TMS-MM200020,0,0,0,1,0
IITA-TMS-MM200092,0,0,0,1,0
IITA-TMS-MM200012,0,0,0,1,0
IITA-TMS-MM200037,0,0,0,1,0
IITA-TMS-MM200168,0,0,0,1,0
IITA-TMS-MM200077,0,0,0,1,0
IITA-TMS-MM200072,0,0,0,1,0
IITA-TMS-MM200165,0,0,0,1,0
IITA-TMS-MM200120,0,0,0,1,0
IITA-TMS-MM200024,0,0,0,1,0
IITA-TMS-MM200057,0,0,0,1,0
IITA-TMS-MM200098,0,0,0,1,0
IITA-TMS-MM200097,0,0,0,1,0
IITA-TMS-MM200115,0,0,0,1,0
IITA-TMS-MM200025,0,0,0,1,0
IITA-TMS-MM200067,0,0,0,1,0
IITA-TMS-MM200046,0,0,0,1,0
IITA-TMS-MM200007,0,0,0,1,0
IITA-TMS-MM200080,0,0,0,1,0
IITA-TMS-MM200085,0,0,1,0,0
IITA-TMS-MM200034,0,0,0,1,0
IITA-TMS-MM200019,0,0,0,1,0
IITA-TMS-MM200021,0,0,0,1,0
IITA-TMS-MM200042,0,0,0,1,0
IITA-TMS-MM200022,0,0,0,1,0
IITA-TMS-MM200011,0,0,0,1,0
IITA-TMS-MM200035,0,0,0,1,0
IITA-TMS-MM200139,0,0,1,0,0
IITA-TMS-MM200082,0,0,0,1,0
IITA-TMS-MM200016,0,0,0,1,0
IITA-TMS-MM200013,0,0,0,1,0
IITA-TMS-MM200069,0,0,0,1,0
IITA-TMS-MM200029,0,0,0,1,0
IITA-TMS-MM200045,0,0,0,1,0
IITA-TMS-MM200015,0,0,0,1,0
IITA-TMS-MM200018,0,0,0,1,0
IITA-TMS-MM200089,0,0,1,0,0
IITA-TMS-MM200027,0,0,0,1,0
IITA-TMS-MM200039,0,0,0,1,0
IITA-TMS-MM200101,0,0,0,1,0
IITA-TMS-MM200048,0,0,0,1,0
IITA-TMS-MM200063,0,0,0,1,0
IITA-TMS-MM200102,0,0,0,1,0
IITA-TMS-MM200147,0,0,0,1,0
IITA-TMS-MM200174,0,0,0,1,0
IITA-TMS-MM200051,0,0,0,1,0
IITA-TMS-MM200070,0,0,0,1,0
IITA-TMS-MM200084,0,0,0,1,0
IITA-TMS-MM200088,0,0,0,1,0
IITA-TMS-MM200175,0,0,0,1,0
IITA-TMS-MM200105,0,0,0,1,0
IITA-TMS-MM200149,0,0,0,1,0
IITA-TMS-MM200074,0,0,0,1,0
IITA-TMS-MM200113,0,0,0,1,0
IITA-TMS-MM200117,0,0,0,1,0
IITA-TMS-MM200131,0,0,0,1,0
IITA-TMS-MM200127,0,0,0,1,0
IITA-TMS-MM200090,0,0,0,1,0
IITA-TMS-MM200081,0,0,0,1,0
IITA-TMS-MM200128,0,1,0,0,1
IITA-TMS-MM200091,0,0,0,1,0
IITA-TMS-MM200146,0,0,0,1,0
IITA-TMS-MM200086,0,0,0,1,0
IITA-TMS-MM200103,0,0,0,1,0
IITA-TMS-MM200116,0,0,0,1,0
IITA-TMS-MM200123,0,0,0,1,0
IITA-TMS-MM200005,0,0,0,1,0
IITA-TMS-MM200058,0,0,0,1,0
IITA-TMS-MM200158,0,0,0,1,0
IITA-TMS-MM200065,0,0,0,1,0
IITA-TMS-MM200004,0,0,0,1,0
IITA-TMS-MM200145,0,0,0,1,0
IITA-TMS-MM200177,0,0,0,1,0
IITA-TMS-MM200159,0,0,0,1,0
IITA-TMS-MM200087,0,0,0,1,0
IITA-TMS-MM200143,0,0,0,1,0
IITA-TMS-MM200108,0,0,0,1,0
IITA-TMS-MM200132,0,0,0,1,0
IITA-TMS-MM200161,0,0,0,1,0
IITA-TMS-MM200164,0,0,0,1,0
IITA-TMS-MM200138,0,0,0,1,0
TMS13F1160P0004,0,1,0,0,1
TMS13F1343P0022,0,1,0,0,1
TMS14F1036P0007,0,0,0,1,0
TMS15F1302P0027,0,0,1,0,0
TMS15F1310P0019,0,1,0,0,1
TMS15F1474P0007,0,1,0,0,1
TMS16F1078P0006,0,1,0,0,1
TMS16F1155P0004,0,1,0,0,1
TMS16F1507P0019,0,1,0,0,1
TMS16F1522P0022,0,0,1,0,0
TMS16F2003P0029,0,1,0,0,1
TMS16F2006P0038,0,0,0,1,0
TMS18F1047P0024,0,1,0,0,1
TMS18F1092P0007,0,0,1,0,0
TMS18F1108P0012,0,1,0,0,1
TMS18F1163P0020,0,0,0,1,0
TMS18F1173P0009,0,0,0,1,0
TMS18F1175P0039,0,1,0,0,1
TMS18F1275P0004,0,1,0,0,1
TMS18F1288P0021,0,1,0,0,1
TMS18F1297P0008,0,1,0,0,1
TMS18F1298P0026,1,0,0,0,1
TMS18F1302P0057,0,1,0,0,1
TMS18F1307P0038,0,0,0,1,0
TMS18F1307P0077,0,1,0,0,1
TMS18F1309P0044,0,1,0,0,1
TMS18F1331P0005,0,0,0,1,0
TMS18F1336P0029,0,1,0,0,1
TMS18F1339P0034,0,1,0,0,1
TMS18F1352P0015,0,1,0,0,1
TMS18F1472P0039,0,0,0,1,0
TMS18F1481P0029,0,1,0,0,1
TMS18F1481P0075,0,1,0,0,1
TMS18F1485P0028,0,1,0,0,1
TMS18F1562P0004,0,1,0,0,1
NR16F10P0002,0,0,0,1,0
NR16F2P0002,1,0,0,0,1
NR16F3P0001,1,0,0,0,1
NR16F5P0001,0,0,0,1,0
NR16F8P0004,0,0,0,1,0
NR17F11P0060,0,1,0,0,1
NR17F17P0032,0,0,0,1,0
NR17F18P0077,0,0,0,1,0
NR17F18P0086,0,1,0,0,1
NR17F18P0123,0,0,1,0,0
NR17F23P0226,0,0,0,1,0
NR17F30P0076,0,0,0,1,0
NR17F42P0064,0,0,0,1,0
NR17F5P0003,1,0,0,0,1
NR17F6P0011,1,0,0,0,1
NR17F7P0011,0,0,0,1,0
NR17F8P0003,0,0,0,1,0
NR17F8P0028,0,0,0,1,0
NR17F8P0061,0,0,0,1,0
TMS13F1036P0007,0,0,0,1,0
TMS13F1053P0010,1,0,0,0,1
TMS13F1343P0044,1,0,0,0,1
