germplasmName,Dim.1,Dim.2
CH92108,0.011451138681517021,0.01175116248296585
IITA-TMS-IBA070835,0.013199043783751505,0.010246460668555363
IITA-TMS-IBA070525,0.002775859889354201,0.0038793232607721214
IITA-TMS-IBA070952,0.0012189173519240486,4.17894529520138e-4
IITA-TMS-IBA070749,0.019575130844794304,0.0016556524060007316
IITA-TMS-IBA070498,0.012638180389192446,0.018600118852112477
IITA-TMS-IBA070539,0.013397778680138759,0.029345732766563142
IITA-TMS-IBA070632,0.011042071934193627,0.031766019603979206
IITA-TMS-IBA070520,0.01487845481282803,0.021770854611796956
IITA-TMS-IBA070751,0.013610116141858662,0.009148657125970155
IITA-TMS-IBA070620,0.0011643853455379518,0.009833711200676738
IITA-TMS-IBA070752,0.01285454347950301,0.005632371836813905
IITA-TMS-IBA070675,3.083068890487765e-4,0.008542934269935375
IITA-TMS-IBA070756,0.0055186664542457315,2.622797214126442e-4
IITA-TMS-IBA070999,7.167013423627174e-4,0.08035172752886718
IITA-TMS-IBA070553,0.011797913747775177,0.002820822567246762
IITA-TMS-IBA070910,0.01849988000299257,0.014455491873600642
IITA-TMS-IBA070593,0.018409756307946872,0.014406830579895415
IITA-TMS-IBA070481,0.011792066637061279,0.06808548620673577
IITA-TMS-IBA070576,0.014167294934466015,0.032880355425696214
IITA-TMS-IBA070874,0.0016233158772538424,0.1234940815628311
IITA-TMS-IBA070808,1.3482939742417475e-4,0.011954745946803517
IITA-TMS-IBA070614,0.016032020562261256,0.005258988006099831
IITA-TMS-IBA070649,5.816077415363705e-6,0.004382201462954036
IITA-TMS-IBA070974,0.01378148630715742,0.013599244240347601
IITA-TMS-IBA30555-7,0.008888327661371802,1.9001514805599775e-4
IITA-TMS-IBA020509,0.011237971913685184,0.014466574863587475
IITA-TMS-IBA071393,0.003926976670488775,0.012296723007256604
IITA-TMS-IBA071378,0.009969503196082283,0.03831643672972848
IITA-TMS-IBA070134,8.248272072641549e-4,0.011671254950162364
IITA-TMS-IBA070337,0.016805772635194744,0.002676887786688845
IITA-TMS-IBA070004,0.01158751661374742,2.5230008348254407e-4
IITA-TMS-IBA070299,2.1285471870813297e-4,0.0012342226506231917
IITA-TMS-IBA070126,0.001633235242585315,0.011347822869335056
IITA-TMS-IBA071295,0.014350967730558977,0.004809315550291985
IITA-TMS-IBA070067,0.0029345799527673816,0.07777054322622337
IITA-TMS-IBA070374,0.02027405601146521,0.016198271658290214
